Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
142;25531;"IEEE Multimedia";journal;"1070986X";"IEEE Computer Society";No;No;0,675;Q2;75;39;141;717;511;136;3,62;18,38;26,96;0;1;United States;Northern America;"IEEE Computer Society";"1994-2025";"Media Technology (Q1); Computer Science Applications (Q2); Hardware and Architecture (Q2); Signal Processing (Q2); Software (Q2)";"Computer Science; Engineering"
143;20007;"Software - Practice and Experience";journal;"1097024X, 00380644";"John Wiley and Sons Ltd";No;No;0,675;Q2;79;123;348;5964;1411;336;3,77;48,49;23,33;0;23;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1971-2025";"Software (Q2)";"Computer Science"
144;28554;"Soft Computing";journal;"14327643, 14337479";"Springer Science and Business Media Deutschland GmbH";No;No;0,674;Q2;120;706;3162;33015;12845;3149;3,83;46,76;28,25;0;174;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2000, 2003-2024";"Geometry and Topology (Q2); Software (Q2); Theoretical Computer Science (Q2)";"Computer Science; Mathematics"
145;24806;"Neural Processing Letters";journal;"13704621, 1573773X";"Springer Netherlands";No;No;0,672;Q2;72;244;1075;10668;3943;1065;3,58;43,72;31,29;0;8;Netherlands;Western Europe;"Springer Netherlands";"1994-2025";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Software (Q2); Neuroscience (miscellaneous) (Q3)";"Computer Science; Neuroscience"
146;24595;"Chemometrics and Intelligent Laboratory Systems";journal;"01697439, 18733239";"Elsevier B.V.";No;No;0,654;Q2;150;150;538;6545;2385;537;4,55;43,63;34,39;0;26;Netherlands;Western Europe;"Elsevier B.V.";"1986-2025";"Analytical Chemistry (Q2); Computer Science Applications (Q2); Process Chemistry and Technology (Q2); Software (Q2); Spectroscopy (Q2)";"Chemical Engineering; Chemistry; Computer Science"
147;21101192898;"Journal of Soft Computing and Data Mining";journal;"2716621X";"Penerbit UTHM";No;No;0,641;Q2;10;35;48;1200;258;48;0,94;34,29;29,00;0;11;Malaysia;Asiatic Region;"Penerbit UTHM";"2020-2024";"Artificial Intelligence (Q2); Information Systems and Management (Q2); Software (Q2); Theoretical Computer Science (Q2)";"Computer Science; Decision Sciences; Mathematics"
148;14879;"Journal of Web Semantics";journal;"15708268";"Elsevier B.V.";Yes;No;0,640;Q2;91;14;71;807;285;71;4,55;57,64;29,51;0;1;Netherlands;Western Europe;"Elsevier B.V.";"2003-2025";"Computer Networks and Communications (Q2); Human-Computer Interaction (Q2); Software (Q2)";"Computer Science"
149;28380;"Natural Language Engineering";journal;"14698110, 13513249";"Cambridge University Press";No;No;0,639;Q2;66;39;131;1958;551;128;3,03;50,21;46,28;0;1;United Kingdom;Western Europe;"Cambridge University Press";"1995-2024";"Linguistics and Language (Q1); Artificial Intelligence (Q2); Software (Q2)";"Computer Science; Social Sciences"
150;26146;"Visual Computer";journal;"14322315, 01782789";"Springer Verlag";No;No;0,637;Q2;79;737;950;37357;4132;932;4,40;50,69;31,03;0;47;Germany;Western Europe;"Springer Verlag";"1985-2025";"Computer Graphics and Computer-Aided Design (Q2); Computer Vision and Pattern Recognition (Q2); Software (Q2)";"Computer Science"
151;2600147401;"Universal Access in the Information Society";journal;"16155289, 16155297";"Springer Verlag";No;No;0,633;Q2;57;224;247;13405;1051;242;3,96;59,84;45,42;7;95;Germany;Western Europe;"Springer Verlag";"2003-2025";"Computer Networks and Communications (Q2); Human-Computer Interaction (Q2); Information Systems (Q2); Software (Q2)";"Computer Science"
152;21101013582;"IEEE Transactions on Games";journal;"24751510, 24751502";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,626;Q2;56;123;184;3907;588;179;3,16;31,76;21,71;0;8;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2018-2025";"Artificial Intelligence (Q2); Control and Systems Engineering (Q2); Electrical and Electronic Engineering (Q2); Software (Q2)";"Computer Science; Engineering"
153;24145;"Automated Software Engineering";journal;"09288910, 15737535";"Springer Netherlands";No;No;0,625;Q2;54;69;113;4383;415;112;3,83;63,52;31,60;2;5;Netherlands;Western Europe;"Springer Netherlands";"1994-2025";"Software (Q2)";"Computer Science"
154;24354;"Journal of Automated Reasoning";journal;"15730670, 01687433";"Springer Netherlands";No;No;0,616;Q2;64;24;110;1268;163;106;1,23;52,83;14,29;0;0;Netherlands;Western Europe;"Springer Netherlands";"1985-2025";"Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Software (Q2)";"Computer Science"
155;28424;"Theory and Practice of Logic Programming";journal;"14753081, 14710684";"Cambridge University Press";No;No;0,609;Q2;52;37;122;1361;207;114;1,54;36,78;17,17;0;0;United Kingdom;Western Europe;"Cambridge University Press";"2001-2025";"Artificial Intelligence (Q2); Computational Theory and Mathematics (Q2); Hardware and Architecture (Q2); Software (Q2); Theoretical Computer Science (Q2)";"Computer Science; Mathematics"
156;12981;"Kybernetes";journal;"0368492X";"Emerald Publishing";No;No;0,606;Q2;59;571;570;40528;2542;564;4,41;70,98;38,41;0;264;United Kingdom;Western Europe;"Emerald Publishing";"1972-2025";"Engineering (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Artificial Intelligence (Q2); Computer Science (miscellaneous) (Q2); Control and Systems Engineering (Q2); Electrical and Electronic Engineering (Q2); Information Systems (Q2); Software (Q2); Theoretical Computer Science (Q2)";"Computer Science; Engineering; Mathematics; Social Sciences"
157;12886;"Cognitive Systems Research";journal;"13890417, 22144366";"Elsevier B.V.";No;No;0,604;Q2;73;93;179;5824;641;175;3,42;62,62;28,63;0;9;Netherlands;Western Europe;"Elsevier B.V.";"1999-2025";"Artificial Intelligence (Q2); Software (Q2); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3)";"Computer Science; Neuroscience; Psychology"
158;4700152798;"ACM Journal on Emerging Technologies in Computing Systems";journal;"15504832, 15504840";"Association for Computing Machinery (ACM)";No;No;0,599;Q2;50;12;172;600;487;159;2,80;50,00;31,11;0;2;United States;Northern America;"Association for Computing Machinery (ACM)";"2005-2024";"Electrical and Electronic Engineering (Q2); Hardware and Architecture (Q2); Nanoscience and Nanotechnology (Q2); Software (Q2)";"Computer Science; Engineering; Materials Science"
159;21100907392;"Visual Informatics";journal;"25432656, 2468502X";"Elsevier B.V.";Yes;Yes;0,593;Q2;27;33;98;1866;490;98;5,78;56,55;33,12;1;2;Netherlands;Western Europe;"Elsevier B.V.";"2017-2025";"Computer Graphics and Computer-Aided Design (Q2); Software (Q2); Human-Computer Interaction (Q3)";"Computer Science"
160;21101063730;"IET Smart Cities";journal;"26317680";"John Wiley and Sons Inc";Yes;No;0,588;Q2;19;27;66;1125;226;58;3,00;41,67;21,49;0;26;United Kingdom;Western Europe;"John Wiley and Sons Inc";"2019-2025";"Urban Studies (Q1); Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Control and Systems Engineering (Q2); Electrical and Electronic Engineering (Q2); Software (Q2)";"Computer Science; Engineering; Social Sciences"
161;12100154406;"ACM Transactions on Architecture and Code Optimization";journal;"15443973, 15443566";"Association for Computing Machinery";No;No;0,580;Q2;47;87;186;5047;475;186;2,31;58,01;23,27;0;15;United States;Northern America;"Association for Computing Machinery";"2004-2024";"Hardware and Architecture (Q2); Information Systems (Q2); Software (Q2)";"Computer Science"
162;21101020135;"Systems";journal;"20798954";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,579;Q2;40;588;924;36665;3627;916;4,07;62,36;35,78;1;321;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2013-2025";"Computer Networks and Communications (Q2); Control and Systems Engineering (Q2); Information Systems and Management (Q2); Modeling and Simulation (Q2); Software (Q2)";"Computer Science; Decision Sciences; Engineering; Mathematics"
163;21101080424;"Digital Threats: Research and Practice";journal;"25765337";"Association for Computing Machinery";No;No;0,573;Q2;14;40;135;2612;418;118;3,01;65,30;15,83;0;3;United States;Northern America;"Association for Computing Machinery";"2020-2024";"Computer Networks and Communications (Q2); Computer Science Applications (Q2); Hardware and Architecture (Q2); Information Systems (Q2); Safety Research (Q2); Software (Q2)";"Computer Science; Social Sciences"
164;130117;"Optimization and Engineering";journal;"13894420";"Springer Netherlands";No;No;0,573;Q2;50;114;278;4869;714;266;2,58;42,71;23,08;0;31;Netherlands;Western Europe;"Springer Netherlands";"2000, 2005-2025";"Aerospace Engineering (Q2); Civil and Structural Engineering (Q2); Control and Optimization (Q2); Electrical and Electronic Engineering (Q2); Mechanical Engineering (Q2); Software (Q2)";"Computer Science; Engineering; Mathematics"
165;25028;"Computers and Graphics";journal;"00978493";"Elsevier Ltd";No;No;0,569;Q2;88;219;580;11188;1784;512;2,85;51,09;27,48;0;19;United Kingdom;Western Europe;"Elsevier Ltd";"1975-1980, 1982-2025";"Computer Graphics and Computer-Aided Design (Q2); Computer Vision and Pattern Recognition (Q2); Engineering (miscellaneous) (Q2); Signal Processing (Q2); Software (Q2); Human-Computer Interaction (Q3)";"Computer Science; Engineering"
166;27836;"ACM Transactions on Programming Languages and Systems";journal;"01640925";"Association for Computing Machinery (ACM)";No;No;0,564;Q2;75;11;66;863;142;64;1,69;78,45;44,44;0;0;United States;Northern America;"Association for Computing Machinery (ACM)";"1979-2024";"Software (Q2)";"Computer Science"
167;144749;"International Journal of Advanced Robotic Systems";journal;"17298806";"SAGE Publications Inc.";Yes;No;0,562;Q2;70;70;243;2325;760;243;2,65;33,21;29,18;0;9;United Kingdom;Western Europe;"SAGE Publications Inc.";"2004-2025";"Computer Science Applications (Q2); Software (Q2); Artificial Intelligence (Q3)";"Computer Science"
168;35932;"International Journal of Imaging Systems and Technology";journal;"10981098, 08999457";"John Wiley and Sons Inc";No;No;0,561;Q2;62;270;459;11724;1819;454;3,94;43,42;32,66;0;92;United States;Northern America;"John Wiley and Sons Inc";"1989-1992, 1994-2000, 2002-2025";"Computer Science Applications (Q2); Computer Vision and Pattern Recognition (Q2); Electrical and Electronic Engineering (Q2); Electronic, Optical and Magnetic Materials (Q2); Radiology, Nuclear Medicine and Imaging (Q2); Software (Q2); Biomedical Engineering (Q3); Health Informatics (Q3)";"Computer Science; Engineering; Materials Science; Medicine"
169;21101254075;"Journal of Cyber Security Technology";journal;"23742925, 23742917";"Taylor and Francis Ltd.";No;No;0,558;Q2;17;39;27;1816;115;27;3,55;46,56;25,00;0;7;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2017-2025";"Computer Networks and Communications (Q2); Computer Science Applications (Q2); Electrical and Electronic Engineering (Q2); Information Systems (Q2); Safety Research (Q2); Safety, Risk, Reliability and Quality (Q2); Signal Processing (Q2); Software (Q2)";"Computer Science; Engineering; Social Sciences"
170;18709;"IEEE Software";journal;"07407459";"IEEE Computer Society";No;No;0,556;Q2;129;129;335;1315;970;295;2,64;10,19;20,99;0;8;United States;Northern America;"IEEE Computer Society";"1984-2025";"Software (Q2)";"Computer Science"
171;18078;"Robotica";journal;"02635747, 14698668";"Cambridge University Press";No;No;0,556;Q2;78;241;561;9871;1669;559;3,10;40,96;24,21;0;52;United Kingdom;Western Europe;"Cambridge University Press";"1983-2025";"Computational Mechanics (Q2); Computer Science Applications (Q2); Computer Vision and Pattern Recognition (Q2); Control and Optimization (Q2); Control and Systems Engineering (Q2); Mathematics (miscellaneous) (Q2); Mechanical Engineering (Q2); Modeling and Simulation (Q2); Rehabilitation (Q2); Software (Q2); Artificial Intelligence (Q3)";"Computer Science; Engineering; Mathematics; Medicine"
172;27306;"Mobile Networks and Applications";journal;"1383469X, 15728153";"Springer Netherlands";No;No;0,555;Q2;102;180;705;5588;2322;639;2,80;31,04;31,77;0;51;Netherlands;Western Europe;"Springer Netherlands";"1996-2025";"Computer Networks and Communications (Q2); Hardware and Architecture (Q2); Information Systems (Q2); Software (Q2)";"Computer Science"
173;19700174683;"International Journal for Numerical Methods in Biomedical Engineering";journal;"20407947, 20407939";"Wiley-Blackwell";No;No;0,548;Q2;77;109;315;5548;844;312;2,64;50,90;27,64;0;25;United States;Northern America;"Wiley-Blackwell";"2010-2025";"Applied Mathematics (Q2); Computational Theory and Mathematics (Q2); Modeling and Simulation (Q2); Software (Q2); Biomedical Engineering (Q3); Molecular Biology (Q3)";"Biochemistry, Genetics and Molecular Biology; Computer Science; Engineering; Mathematics"
174;21100906916;"Software-Intensive Cyber-Physical Systems";journal;"25248510, 25248529";"Springer Berlin";No;No;0,544;Q2;12;0;3;0;21;3;0,00;0,00;0,00;0;0;Germany;Western Europe;"Springer Berlin";"2019-2021";"Computational Theory and Mathematics (Q2); Computer Networks and Communications (Q2); Computer Science (miscellaneous) (Q2); Hardware and Architecture (Q2); Information Systems (Q2); Software (Q2)";"Computer Science"
175;26138;"Parallel Computing";journal;"01678191";"Elsevier B.V.";No;No;0,541;Q2;72;21;140;888;378;136;2,64;42,29;24,24;0;0;Netherlands;Western Europe;"Elsevier B.V.";"1984-2025";"Computer Graphics and Computer-Aided Design (Q2); Computer Networks and Communications (Q2); Hardware and Architecture (Q2); Software (Q2); Artificial Intelligence (Q3); Theoretical Computer Science (Q3)";"Computer Science; Mathematics"
176;24357;"Journal of Experimental and Theoretical Artificial Intelligence";journal;"13623079, 0952813X";"Taylor and Francis Ltd.";No;No;0,535;Q2;55;107;175;5407;542;175;2,93;50,53;29,79;0;16;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1989-2025";"Software (Q2); Artificial Intelligence (Q3); Theoretical Computer Science (Q3)";"Computer Science; Mathematics"
177;12984;"Machine Vision and Applications";journal;"14321769, 09328092";"Springer Verlag";No;No;0,530;Q2;81;136;347;6768;1119;344;3,00;49,76;25,65;0;14;Germany;Western Europe;"Springer Verlag";"1988-2025";"Computer Science Applications (Q2); Computer Vision and Pattern Recognition (Q2); Hardware and Architecture (Q2); Software (Q2)";"Computer Science"
178;13683;"Computer Communication Review";journal;"19435819, 01464833";"Association for Computing Machinery (ACM)";No;No;0,528;Q2;195;9;62;395;166;54;3,00;43,89;8,82;0;2;United States;Northern America;"Association for Computing Machinery (ACM)";"1995-2025";"Computer Networks and Communications (Q2); Software (Q2)";"Computer Science"
179;21100205112;"Journal of Software: Evolution and Process";journal;"20477481";"John Wiley and Sons Ltd";No;No;0,524;Q2;63;174;207;10834;648;198;2,86;62,26;30,82;0;14;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2012-2025";"Software (Q2)";"Computer Science"
180;21101039441;"Cryptography";journal;"2410387X";"Multidisciplinary Digital Publishing Institute (MDPI)";Yes;No;0,522;Q2;24;57;160;2670;548;159;3,47;46,84;21,35;0;4;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2017-2024";"Applied Mathematics (Q2); Computational Theory and Mathematics (Q2); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Software (Q2)";"Computer Science; Mathematics"
181;18660;"Requirements Engineering";journal;"09473602, 1432010X";"Springer London";No;No;0,522;Q2;66;25;71;1671;245;69;3,63;66,84;37,84;0;2;United Kingdom;Western Europe;"Springer London";"1996, 1998-2002, 2005-2025";"Information Systems (Q2); Software (Q2)";"Computer Science"
182;21100216567;"IET Biometrics";journal;"20474938, 20474946";"John Wiley and Sons Ltd";Yes;No;0,505;Q2;44;18;119;914;397;114;2,55;50,78;35,44;0;0;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2012-2024";"Computer Vision and Pattern Recognition (Q2); Signal Processing (Q2); Software (Q2)";"Computer Science"
183;25620;"Journal of Logic and Computation";journal;"0955792X, 1465363X";"Oxford University Press";No;No;0,505;Q2;58;52;237;1662;232;227;0,99;31,96;16,36;0;1;United Kingdom;Western Europe;"Oxford University Press";"1990-2025";"Arts and Humanities (miscellaneous) (Q1); Hardware and Architecture (Q2); Logic (Q2); Software (Q2); Theoretical Computer Science (Q3)";"Arts and Humanities; Computer Science; Mathematics"
184;12962;"Journal of Intelligent Systems";journal;"03341860, 2191026X";"Walter de Gruyter GmbH";Yes;No;0,500;Q2;35;102;259;3913;992;258;3,76;38,36;40,87;0;37;Germany;Western Europe;"Walter de Gruyter GmbH";"1991-2002, 2004-2025";"Information Systems (Q2); Software (Q2); Artificial Intelligence (Q3)";"Computer Science"
185;20013;"Software Quality Journal";journal;"09639314, 15731367";"Springer New York";No;No;0,497;Q2;52;56;110;2694;305;104;2,58;48,11;32,86;0;5;United States;Northern America;"Springer New York";"1992-1999, 2001-2025";"Media Technology (Q2); Safety, Risk, Reliability and Quality (Q2); Software (Q2)";"Computer Science; Engineering"
186;5400152646;"IET Image Processing";journal;"17519667, 17519659";"John Wiley &amp; Sons Inc.";Yes;No;0,496;Q2;66;344;914;16328;3032;913;3,27;47,47;33,44;0;37;United Kingdom;Western Europe;"John Wiley &amp; Sons Inc.";"2007-2025";"Computer Vision and Pattern Recognition (Q2); Electrical and Electronic Engineering (Q2); Software (Q2); Signal Processing (Q3)";"Computer Science; Engineering"
187;15552;"Microprocessors and Microsystems";journal;"01419331";"Elsevier B.V.";No;No;0,493;Q2;59;66;931;2781;3007;930;3,99;42,14;18,82;0;14;Netherlands;Western Europe;"Elsevier B.V.";"1978-2025";"Computer Networks and Communications (Q2); Hardware and Architecture (Q2); Software (Q2); Artificial Intelligence (Q3)";"Computer Science"
188;23671;"Speech Communication";journal;"01676393";"Elsevier B.V.";No;No;0,493;Q2;118;70;237;4033;859;237;3,89;57,61;35,74;0;0;Netherlands;Western Europe;"Elsevier B.V.";"1982-2025";"Linguistics and Language (Q1); Communication (Q2); Computer Science Applications (Q2); Computer Vision and Pattern Recognition (Q2); Modeling and Simulation (Q2); Software (Q2)";"Computer Science; Mathematics; Social Sciences"
189;19700187807;"Information Security Journal";journal;"19393555, 19393547";"Taylor and Francis Ltd.";No;No;0,489;Q2;33;52;93;2753;334;93;3,83;52,94;28,03;0;7;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2025";"Computer Science Applications (Q2); Information Systems and Management (Q2); Software (Q2)";"Computer Science; Decision Sciences"
190;21100970247;"International Journal of Data and Network Science";journal;"25618148, 25618156";"Growing Science";Yes;Yes;0,488;Q2;40;238;449;11524;3258;449;7,77;48,42;30,81;0;83;Canada;Northern America;"Growing Science";"2018-2024";"Communication (Q2); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Information Systems (Q2); Software (Q2); Artificial Intelligence (Q3)";"Computer Science; Social Sciences"
191;21100421900;"Information and Computer Security";journal;"20564961";"Emerald Group Publishing Ltd.";No;No;0,485;Q2;60;52;101;3141;376;100;3,65;60,40;31,58;0;11;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2015-2025";"Computer Networks and Communications (Q2); Information Systems (Q2); Information Systems and Management (Q2); Management Information Systems (Q2); Management of Technology and Innovation (Q2); Software (Q2)";"Business, Management and Accounting; Computer Science; Decision Sciences"
192;21100422153;"SoftwareX";journal;"23527110";"Elsevier B.V.";Yes;No;0,483;Q3;49;323;664;9071;1974;663;2,70;28,08;23,43;2;45;Netherlands;Western Europe;"Elsevier B.V.";"2015-2025";"Computer Science Applications (Q3); Software (Q3)";"Computer Science"
193;21112;"International Journal of Modelling and Simulation";journal;"02286203";"Taylor and Francis Ltd.";No;No;0,482;Q3;30;177;251;8489;1030;250;4,26;47,96;21,06;0;50;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2025";"Electrical and Electronic Engineering (Q2); Engineering (miscellaneous) (Q2); Hardware and Architecture (Q2); Industrial and Manufacturing Engineering (Q2); Mathematics (miscellaneous) (Q2); Mechanics of Materials (Q2); Modeling and Simulation (Q2); Software (Q3)";"Computer Science; Engineering; Mathematics"
194;25515;"Graphical Models";journal;"15240703, 15240711";"Elsevier Inc.";Yes;No;0,481;Q3;63;24;74;1236;219;72;2,75;51,50;35,87;0;2;United States;Northern America;"Elsevier Inc.";"2000-2025";"Computer Graphics and Computer-Aided Design (Q2); Geometry and Topology (Q2); Modeling and Simulation (Q2); Software (Q3)";"Computer Science; Mathematics"
195;25053;"IT Professional";journal;"15209202";"IEEE Computer Society";No;No;0,481;Q3;65;80;260;1180;706;239;2,81;14,75;26,98;0;16;United States;Northern America;"IEEE Computer Society";"1999-2024";"Hardware and Architecture (Q2); Computer Science Applications (Q3); Software (Q3)";"Computer Science"
196;21101044881;"International Journal of Serious Games";journal;"23848766";"Serious Games Society";Yes;Yes;0,480;Q3;14;33;88;1619;215;74;2,20;49,06;35,14;0;8;Italy;Western Europe;"Serious Games Society";"2019-2024";"Applied Mathematics (Q2); Computer Graphics and Computer-Aided Design (Q2); Education (Q2); Artificial Intelligence (Q3); Human-Computer Interaction (Q3); Software (Q3)";"Computer Science; Mathematics; Social Sciences"
197;25529;"Optimal Control Applications and Methods";journal;"10991514, 01432087";"John Wiley and Sons Ltd";No;No;0,474;Q3;55;176;358;6725;856;354;2,36;38,21;25,61;0;45;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1980-2025";"Applied Mathematics (Q2); Control and Optimization (Q2); Control and Systems Engineering (Q2); Software (Q3)";"Computer Science; Engineering; Mathematics"
198;18003;"Advanced Robotics";journal;"01691864, 15685535";"Taylor and Francis Ltd.";No;No;0,472;Q3;78;134;340;5037;750;318;2,22;37,59;18,33;0;14;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1986-2025";"Control and Systems Engineering (Q2); Computer Science Applications (Q3); Hardware and Architecture (Q3); Human-Computer Interaction (Q3); Software (Q3)";"Computer Science; Engineering"
199;144945;"Networks and Spatial Economics";journal;"1566113X";"Kluwer Academic Publishers";No;No;0,472;Q3;61;56;107;2657;219;104;1,67;47,45;27,74;0;28;Netherlands;Western Europe;"Kluwer Academic Publishers";"2005-2025";"Computer Networks and Communications (Q2); Artificial Intelligence (Q3); Software (Q3)";"Computer Science"
200;15583;"New Generation Computing";journal;"02883635, 18827055";"Springer Japan";No;No;0,472;Q3;35;51;119;2441;444;109;3,53;47,86;30,60;0;11;Japan;Asiatic Region;"Springer Japan";"1983-2025";"Computer Networks and Communications (Q2); Hardware and Architecture (Q3); Software (Q3); Theoretical Computer Science (Q3)";"Computer Science; Mathematics"
201;12409;"Multidimensional Systems and Signal Processing";journal;"15730824, 09236082";"Springer Netherlands";No;No;0,465;Q3;48;6;155;236;449;155;2,62;39,33;43,75;0;0;Netherlands;Western Europe;"Springer Netherlands";"1990-2025";"Applied Mathematics (Q2); Information Systems (Q2); Artificial Intelligence (Q3); Computer Science Applications (Q3); Hardware and Architecture (Q3); Signal Processing (Q3); Software (Q3)";"Computer Science; Mathematics"
202;24980;"Formal Aspects of Computing";journal;"09345043, 1433299X";"Association for Computing Machinery (ACM)";No;No;0,462;Q3;45;26;82;1203;130;71;1,36;46,27;24,05;0;3;United States;Northern America;"Association for Computing Machinery (ACM)";"1989-2024";"Software (Q3); Theoretical Computer Science (Q3)";"Computer Science; Mathematics"
203;17932;"Integration";journal;"01679260";"Elsevier B.V.";No;No;0,462;Q3;50;137;355;4961;1153;354;3,09;36,21;24,71;0;14;Netherlands;Western Europe;"Elsevier B.V.";"1983-2025";"Electrical and Electronic Engineering (Q2); Hardware and Architecture (Q3); Software (Q3)";"Computer Science; Engineering"
204;21100405702;"Journal of Computer Virology and Hacking Techniques";journal;"22638733";"Springer Science + Business Media";Yes;No;0,461;Q3;48;64;99;2598;315;95;3,09;40,59;25,35;0;5;United States;Northern America;"Springer Science + Business Media";"2014-2025";"Computational Theory and Mathematics (Q2); Computer Science (miscellaneous) (Q2); Hardware and Architecture (Q3); Software (Q3)";"Computer Science"
205;24358;"Journal of Heuristics";journal;"13811231, 15729397";"Springer Netherlands";No;No;0,458;Q3;75;14;74;522;159;73;1,82;37,29;20,00;0;2;Netherlands;Western Europe;"Springer Netherlands";"1995-2025";"Computer Networks and Communications (Q2); Information Systems (Q2); Artificial Intelligence (Q3); Control and Optimization (Q3); Management Science and Operations Research (Q3); Software (Q3)";"Computer Science; Decision Sciences; Mathematics"
206;13130;"Distributed and Parallel Databases";journal;"09268782, 15737578";"Springer Netherlands";No;No;0,451;Q3;47;15;94;926;230;90;2,46;61,73;18,00;0;0;Netherlands;Western Europe;"Springer Netherlands";"1993-2025";"Information Systems (Q2); Information Systems and Management (Q2); Hardware and Architecture (Q3); Software (Q3)";"Computer Science; Decision Sciences"
207;28642;"CMES - Computer Modeling in Engineering and Sciences";journal;"15261492, 15261506";"Tech Science Press";No;No;0,450;Q3;70;460;1026;23198;2756;1014;2,73;50,43;26,80;0;117;United States;Northern America;"Tech Science Press";"2000-2025";"Modeling and Simulation (Q2); Computer Science Applications (Q3); Software (Q3)";"Computer Science; Mathematics"
208;5400152640;"IET Information Security";journal;"17518709, 17518717";"John Wiley and Sons Ltd";Yes;No;0,449;Q3;44;50;137;1934;322;133;2,32;38,68;35,48;0;4;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2007-2025";"Computer Networks and Communications (Q2); Information Systems (Q2); Software (Q3)";"Computer Science"
209;19700186867;"Journal of Ambient Intelligence and Smart Environments";journal;"18761364";"SAGE Publications Ltd";No;No;0,449;Q3;38;22;89;1117;187;69;2,36;50,77;19,15;0;4;Netherlands;Western Europe;"SAGE Publications Ltd";"2009-2024";"Software (Q3)";"Computer Science"
210;26132;"Journal of Computer Science and Technology";journal;"18604749, 10009000";"Springer New York";No;No;0,446;Q3;63;64;276;3291;564;264;1,70;51,42;26,67;0;4;United States;Northern America;"Springer New York";"1986-2024";"Computational Theory and Mathematics (Q3); Computer Science Applications (Q3); Hardware and Architecture (Q3); Software (Q3); Theoretical Computer Science (Q3)";"Computer Science; Mathematics"
211;21100403130;"Journal of Logical and Algebraic Methods in Programming";journal;"23522208, 23522216";"Elsevier Inc.";No;No;0,442;Q3;23;43;151;1886;190;145;1,29;43,86;22,81;0;2;United States;Northern America;"Elsevier Inc.";"2014-2025";"Logic (Q2); Computational Theory and Mathematics (Q3); Software (Q3); Theoretical Computer Science (Q3)";"Computer Science; Mathematics"
212;19700186851;"International Journal of Automation and Control";journal;"17407516, 17407524";"Inderscience Enterprises Ltd";No;No;0,440;Q3;25;25;108;1170;194;104;1,92;46,80;14,49;0;6;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2007-2025";"Control and Systems Engineering (Q2); Industrial and Manufacturing Engineering (Q2); Hardware and Architecture (Q3); Software (Q3)";"Computer Science; Engineering"
213;27871;"Concurrency and Computation: Practice and Experience";journal;"15320626, 15320634";"John Wiley and Sons Ltd";No;No;0,437;Q3;84;404;2131;16943;5256;2096;2,60;41,94;26,21;0;90;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2001-2025";"Computer Networks and Communications (Q2); Computational Theory and Mathematics (Q3); Computer Science Applications (Q3); Software (Q3); Theoretical Computer Science (Q3)";"Computer Science; Mathematics"
214;22202;"Operations Research Letters";journal;"01676377";"Elsevier B.V.";No;No;0,437;Q3;85;103;396;2348;467;392;1,03;22,80;25,23;0;2;Netherlands;Western Europe;"Elsevier B.V.";"1981-2025";"Applied Mathematics (Q2); Industrial and Manufacturing Engineering (Q2); Management Science and Operations Research (Q3); Software (Q3)";"Computer Science; Decision Sciences; Engineering; Mathematics"
215;20432;"Software Testing Verification and Reliability";journal;"10991689, 09600833";"John Wiley and Sons Ltd";No;No;0,430;Q3;56;26;88;1090;143;65;1,14;41,92;17,50;0;2;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1991-2025";"Media Technology (Q2); Safety, Risk, Reliability and Quality (Q2); Software (Q3)";"Computer Science; Engineering"
